Country,Energy Type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission
World,Coal,2010,46241.9280174055,45780.635353336686,94617.526435,6948810.014,258645636435144.5,18995205817.102222,13867.179119508768
World,Natural Gas,2010,34999.684124753076,34273.39519080409,94617.526435,6948810.014,258645636435144.5,18995205817.102222,5782.11737159
World,Petroleum & Other Liquids,2010,52146.93933231608,50234.982795883225,94617.526435,6948810.014,258645636435144.5,18995205817.102222,10972.530742525249
World,Nuclear,2010,8024.261917115673,8024.261917115673,94617.526435,6948810.014,258645636435144.5,18995205817.102222,0
World,Renewables,2010,13261.807226775978,13711.966752304936,94617.526435,6948810.014,258645636435144.5,18995205817.102222,0
World,All,2011,158403.48529628126,156555.0114992998,98369.0322,7041712.689,261903097785181.94,18748241450.75124,32519.305374489
World,Coal,2011,48737.62446792075,48258.86893555251,98369.0322,7041712.689,261903097785181.94,18748241450.75124,15001.88223245512
World,Natural Gas,2011,36045.539526046334,35462.37412647281,98369.0322,7041712.689,261903097785181.94,18748241450.75124,6324.816534711
World,Petroleum & Other Liquids,2011,52408.30273386405,50832.41863259297,98369.0322,7041712.689,261903097785181.94,18748241450.75124,11192.606607317048
World,Nuclear,2011,7692.398487360176,7692.398487360176,98369.0322,7041712.689,261903097785181.94,18748241450.75124,0
World,Renewables,2011,13832.630319771306,14308.951317321334,98369.0322,7041712.689,261903097785181.94,18748241450.75124,0
World,All,2012,161658.11467455112,160114.5744014281,101534.112578,7126262.29402,264113080054669.16,18537012201.73848,33633.324487296
World,Coal,2012,50232.70142184933,49595.02391206375,101534.112578,7126262.29402,264113080054669.16,18537012201.73848,15810.993222426312
World,Natural Gas,2012,36869.1165718834,36204.004450255474,101534.112578,7126262.29402,264113080054669.16,18537012201.73848,6513.89466993
World,Petroleum & Other Liquids,2012,53262.36955863303,52231.06314511714,101534.112578,7126262.29402,264113080054669.16,18537012201.73848,11308.436594940287
World,Nuclear,2012,7172.653263536859,7172.653263536859,101534.112578,7126262.29402,264113080054669.16,18537012201.73848,0
World,Renewables,2012,14426.468487994945,14911.829630454888,101534.112578,7126262.29402,264113080054669.16,18537012201.73848,0
World,All,2013,164439.87703375568,162413.40852448635,104859.448866,7211822.209,265470541274964.53,18258024108.524693,34423.41474807
World,Coal,2013,50795.69289909152,50378.287078860216,104859.448866,7211822.209,265470541274964.53,18258024108.524693,16293.987126218846
World,Natural Gas,2013,37411.892552114376,36643.23709271184,104859.448866,7211822.209,265470541274964.53,18258024108.524693,6662.056920043
World,Petroleum & Other Liquids,2013,53854.56464833673,52158.17740176516,104859.448866,7211822.209,265470541274964.53,18258024108.524693,11467.370701808615
World,Nuclear,2013,7224.764975930941,7224.764975930941,104859.448866,7211822.209,265470541274964.53,18258024108.524693,0
World,Renewables,2013,15481.917829311145,16008.941975218211,104859.448866,7211822.209,265470541274964.53,18258024108.524693,0
World,All,2014,165916.3080299373,165096.08991690446,108404.179858,7297269.981,264717629092181.72,17819571263.26908,34839.904249264
World,Coal,2014,50513.888292260046,50240.1700377002,108404.179858,7297269.981,264717629092181.72,17819571263.26908,16472.731944844498
World,Natural Gas,2014,37555.628837084136,37217.11064092707,108404.179858,7297269.981,264717629092181.72,17819571263.26908,6759.120315845
World,Petroleum & Other Liquids,2014,54663.69169433657,53531.95833957967,108404.179858,7297269.981,264717629092181.72,17819571263.26908,11608.05198857437
World,Nuclear,2014,7367.312980613172,7367.312980613172,108404.179858,7297269.981,264717629092181.72,17819571263.26908,0
World,Renewables,2014,16155.749033968115,16739.537918084334,108404.179858,7297269.981,264717629092181.72,17819571263.26908,0
World,All,2015,166267.6649365653,166627.98708794842,111935.895738,7379227.32003,262331904411658.78,17293887212.740135,34894.260052604
World,Coal,2015,49105.82957232676,49119.517581898086,111935.895738,7379227.32003,262331904411658.78,17293887212.740135,16382.2882491017
World,Natural Gas,2015,38114.38884543428,37995.05680931948,111935.895738,7379227.32003,262331904411658.78,17293887212.740135,6783.647503147
World,Petroleum & Other Liquids,2015,55489.07086683957,55049.18325900511,111935.895738,7379227.32003,262331904411658.78,17293887212.740135,11728.324300353772
World,Nuclear,2015,7455.003520725653,7455.003520725653,111935.895738,7379227.32003,262331904411658.78,17293887212.740135,0
World,Renewables,2015,16444.04740148988,17009.225917000094,111935.895738,7379227.32003,262331904411658.78,17293887212.740135,0
World,All,2016,167683.3180594686,165462.14566456527,115567.880105,7464042.84623,261559162993767.2,16893005198.6397,34751.60559312
World,Coal,2016,47848.47212536077,46240.04546491881,115567.880105,7464042.84623,261559162993767.2,16893005198.6397,15926.204269356636
World,Natural Gas,2016,38890.305115058145,38356.00010029584,115567.880105,7464042.84623,261559162993767.2,16893005198.6397,6883.268116663
World,Petroleum & Other Liquids,2016,56419.48853730273,55331.39015740835,115567.880105,7464042.84623,261559162993767.2,16893005198.6397,11942.133207106728
World,Nuclear,2016,7535.5012015015645,7535.5012015015645,115567.880105,7464042.84623,261559162993767.2,16893005198.6397,0
